mssubclass,mszoning,lotfrontage,lotarea,street,alley,lotshape,landcontour,utilities,lotconfig,landslope,neighborhood,condition1,condition2,bldgtype,housestyle,overallqual,overallcond,yearbuilt,yearremodadd,roofstyle,roofmatl,exterior1st,exterior2nd,masvnrtype,masvnrarea,exterqual,extercond,foundation,bsmtqual,bsmtcond,bsmtexposure,bsmtfintype1,bsmtfinsf1,bsmtfintype2,bsmtfinsf2,bsmtunfsf,totalbsmtsf,heating,heatingqc,centralair,electrical,1stflrsf,2ndflrsf,lowqualfinsf,grlivarea,bsmtfullbath,bsmthalfbath,fullbath,halfbath,bedroomabvgr,kitchenabvgr,kitchenqual,totrmsabvgrd,functional,fireplaces,fireplacequ,garagetype,garageyrblt,garagefinish,garagecars,garagearea,garagequal,garagecond,paveddrive,wooddecksf,openporchsf,enclosedporch,3ssnporch,screenporch,poolarea,fence,miscfeature,miscval,mosold,yrsold,saletype,salecondition,saleprice
4.110873864173311,RL,4.189654742026425,9.042040056544485,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.2832037287379885,2,4,PConc,Gd,TA,No,GLQ,6.561030665896573,Unf,0.0,5.017279836814924,6.75343791859778,GasA,0,Y,SBrkr,6.75343791859778,6.75110146893676,0.0,7.444833273892193,1,0.0,2,1,3,0.6931471805599453,2,8,Typ,0,Gd,Attchd,2003.0,RFn,2,548,TA,TA,Y,0.0,4.127134385045092,0.0,0.0,0.0,0.0,MnPrv,Shed,0.0,2,2008,WD,Normal,12.24769911637256
3.9318256327243257,C (ALL),4.663439094112067,9.044403844431551,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,BrkFace,0.0,1,1,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,6.921658184151129,6.921658184151129,GasA,4,N,SBrkr,6.921658184151129,0.0,6.2422232654551655,7.331060305218632,0,0.0,1,0,2,0.6931471805599453,1,6,Typ,0,Gd,Attchd,1980.0,Unf,0,0,TA,TA,N,0.0,0.0,5.056245805348308,0.0,0.0,0.0,MnPrv,Shed,0.0,10,2009,ConLD,Abnorml,11.350418300109132
4.330733340286331,RM,4.51085950651685,10.041116787524166,Pave,Grvl,IR2,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2.5Fin,10,9,1892,1993,Gable,WdShngl,Wd Sdng,Wd Sdng,BrkFace,0.0,2,2,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,7.010311867307229,7.010311867307229,GasA,0,Y,SBrkr,7.325807502595773,7.325807502595773,6.35088571671474,8.19118600464279,0,0.0,2,1,4,0.6931471805599453,0,12,Typ,2,TA,Detchd,1993.0,Unf,3,840,Ex,TA,Y,0.0,5.564520407322694,0.0,0.0,6.018593214496234,0.0,GdPrv,Shed,0.0,6,2006,WD,Normal,13.07107218827772
5.25227342804663,RL,4.248495242049359,10.387887062065596,Pave,Grvl,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,2fmCon,1Story,4,4,1961,1975,Gable,CompShg,MetalSd,MetalSd,Stone,5.010635294096256,3,2,CBlock,TA,TA,Av,BLQ,7.05617528410041,Unf,0.0,4.51085950651685,7.1308988302963465,GasA,0,Y,SBrkr,7.392031567514591,0.0,0.0,7.392031567514591,1,0.0,1,0,3,0.6931471805599453,3,7,Typ,1,TA,2Types,1975.0,Fin,4,1356,TA,TA,Y,6.0867747269123065,0.0,0.0,0.0,0.0,0.0,MnPrv,Shed,0.0,3,2007,WD,Normal,12.031725210748633
3.4339872044851463,RL,4.248495242049359,9.212438170058329,Pave,Grvl,IR1,Low,AllPub,Inside,Sev,Edwards,Norm,Norm,1Fam,1Story,1,1,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,1,1,BrkTil,Fa,Po,Gd,BLQ,5.860786223465865,Unf,0.0,5.811140992976701,6.52795791762255,GasA,2,N,FuseA,6.807934943699926,0.0,0.0,6.807934943699926,1,0.0,0,1,1,0.6931471805599453,1,4,Maj1,0,Gd,Attchd,1980.0,Unf,0,0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,MnPrv,Shed,0.0,3,2009,WD,Normal,11.0186455364637
4.394449154672439,RL,4.262679877041316,9.259225769705994,Pave,Grvl,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1971,2005,Gambrel,CompShg,MetalSd,AsphShn,BrkFace,4.418840607796598,3,4,CBlock,TA,TA,Av,ALQ,5.857933154483459,Unf,0.0,3.1780538303479458,5.921578419643816,GasA,4,Y,SBrkr,6.3578422665081,6.280395838960195,0.0,7.01211529430638,0,0.6931471805599453,1,0,3,0.6931471805599453,3,5,Typ,0,Gd,BuiltIn,1971.0,Unf,1,288,TA,TA,Y,3.58351893845611,0.0,0.0,0.0,0.0,0.0,GdWo,Shed,0.0,12,2007,WD,Normal,11.842236406331557
4.51085950651685,RL,3.58351893845611,9.148571345578551,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1975,1975,Flat,Tar&Grv,WdShing,Plywood,BrkFace,5.525452939131784,3,4,CBlock,Gd,Gd,Gd,GLQ,6.852242569051878,Unf,0.0,0.0,6.852242569051878,GasA,4,Y,SBrkr,6.888572459565364,0.0,0.0,6.888572459565364,0,1.0986122886681098,2,0,4,0.0,3,4,Typ,0,Gd,Attchd,1980.0,Unf,0,0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,MnPrv,Shed,0.0,10,2006,WD,AdjLand,11.755879486687116
4.110873864173311,RL,5.749392985908253,11.064886829303004,Pave,Grvl,IR3,Bnk,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,2Story,10,5,2008,2008,Hip,ClyTile,Stucco,Stucco,Stone,6.680854678790215,0,4,PConc,Ex,TA,Gd,GLQ,8.638525476583762,Unf,0.0,6.1463292576688975,8.717845704894916,GasA,0,Y,SBrkr,8.453827315794417,6.85751406254539,0.0,8.63817111796914,2,0.0,2,1,3,0.6931471805599453,0,12,Typ,3,Gd,Attchd,2008.0,Fin,2,1418,TA,TA,Y,5.3706380281276624,5.680172609017068,0.0,0.0,0.0,6.175867270105761,MnPrv,Shed,0.0,1,2008,New,Partial,11.982935344196433
3.4339872044851463,RL,4.248495242049359,9.088737550216932,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,6,1916,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,3,4,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.859614903654202,6.859614903654202,Grav,1,N,FuseF,6.859614903654202,0.0,0.0,6.859614903654202,0,0.0,1,0,2,0.6931471805599453,1,4,Typ,1,Gd,Detchd,1916.0,Unf,1,192,Fa,Po,P,0.0,4.59511985013459,0.0,0.0,3.713572066704308,0.0,MnPrv,Shed,0.0,5,2009,WD,Normal,11.703554089007538
4.51085950651685,RM,4.709530201312334,9.044639916198465,Grvl,Grvl,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,1,4,CBlock,Gd,TA,Gd,LwQ,4.653960350157523,GLQ,6.569481420414296,0.0,6.705639094860003,GasA,4,N,SBrkr,6.705639094860003,0.0,0.0,6.705639094860003,1,0.0,1,0,2,0.6931471805599453,3,5,Typ,0,Gd,CarPort,1963.0,Unf,2,516,TA,TA,Y,4.672828834461906,0.0,0.0,0.0,0.0,0.0,MnPrv,Shed,0.0,5,2010,WD,Normal,11.60824473564232
